teks,label,sosmed
@vabels_boutique yg pasti anies ingin kpk independen spt dulu.,Non-Kebencian,instagram
"@nathanaelsinaga17 kan emang curang kemarin itu, ada bukti nya dari ikatan dokter Indonesia ❤️",Non-Kebencian,instagram
Klo jadi wapres lagi mau pak,Non-Kebencian,instagram
Bpk ini ngmong hancur kalau pilih jokowi eh jadi wakil jokowi kmrinn 😂😂. Yg pinter jujur dan amanah susah di negara ini,Kebencian,instagram
"@amber_is_the_color_of_your_ bagus ide nya bro idependen... tapi tetap saja menurutku selama tidak ada hukuman mati bagi koruptor seperti di china atau di miskinkan seluruh hartanya, indonesia bakal begini begini aja trus siapa pun yg pimpin.. jadi slogan gerakan perubahan , slogan lanjutkan program jokowi, sama aja cuman bullshit demi semua mreka yang bisa berkuasa, dan begitu berkuasa mereka itu, sama aja rakyat seperti kita hidup nya begitu saja.. makanya jadi rakyat yg smart saja, siapapun yg km pilih itu hak semua, tapi pilih yg berdasar pikiran dan hati masing2 saja bukan cuman slogan2 atau ikut2 an saja.",Non-Kebencian,instagram
"Berarti secara itungan itungan JK, si cak Imin kagak masuk akal 😂😂",Non-Kebencian,instagram
tokoh2 lansia baiknya istirahat fokus akhirat. gak usah nyapres lagi apalagi urus copras capres,Kebencian,instagram
Bukan netral.. lebih ke gak ada yg bisa dipercaya,Non-Kebencian,instagram
"ini tuh gara-gara anak perusahaan Bukaka mulai diobok-obok ya karena indikasi korupsi proyek tol? Hehe, cerdas emang Pakde",Non-Kebencian,instagram
Udaah pak JK percayakan aja kpd rakyat In sya Allah pak Anies akn jd Presiden RI 2024 dst. Aamiin,Non-Kebencian,instagram
"Efek beratnya resiko yg dihadapi yaitu menjadi ""sasaran tembak"" apabila mendukung Anies -Muhaimin akhirnya beliau pilih netral.",Non-Kebencian,instagram
Pilih Netral Karena Masih Memilih Siapa Yg Bisa Mengamankan Proyek nya Dan Segala Usahanya Termasuk Smelter 😂😂😂,Non-Kebencian,instagram
Kakek takut diperiksa KPK,Kebencian,instagram
"@fachran.wardi hedeh., gusdur pecat jk karena korupsi, tapi karena belum ada KPK dan licinya si chaplin jadinya y cuma sekedar cukup tau aja publik., pas jaman jokowi periode pertama, muncul gerakan istana kecil di dalam istana, yang berpusat pada beliau salah satu mentri saat itu yang masuk dalam lingkaranya anis, rini sumarno dan sudirman said, ide awalnya sih antitesa dari visi dan misi presiden pada saat itu., dan itu pun cuma berakhir cukup tau saja,",Non-Kebencian,instagram
"@sahrul995 yg dbhas A, eh sih ini malah bahas B. Wkwkkw",Non-Kebencian,instagram
"@fachran.wardi cuma bisa komen gini doang? padahal cuma di suguhin fakta secuil, dan masih banyak fakta lainya",Non-Kebencian,instagram
"@sahrul995 klo fakta ada data nya dong, ada gak ?",Non-Kebencian,instagram
@sahrul995 klo gak ada data kan sekedar opini doang,Non-Kebencian,instagram
@fachran.wardi baca lagi kalimat saya apakah tersirat suatu kalimat opini disitu,Non-Kebencian,instagram
bos mah bebas mau netral apa ngga..,Non-Kebencian,instagram
Milih netral apa sih..golput?,Non-Kebencian,instagram
"@sahrul995 itu namanya opini klo anda tidak memiliki data, di searching pun gak ada. Bljar Bhs. INDO lagi mas, Kalimat Opini dan Fakta",Kebencian,instagram
dah tau diri ...jngat umur nya beliau,Kebencian,instagram
"@fachran.wardi contoh kaliman opini ., ""ya klo beliau terang2an dukung Anies, bisa2 dihabisin"" ""ya ntar di serang di cari2 kesalahannya bro. .. udah banyak yg menyatakan dukungan Anies dincari2 kesalahanya"" itu komentar akun kehidupanbeban, akun alter yang masih satu gps location, satu ip dan masih satu Hp pula dengan anda.,.apakah ini termasuk fakta atau opini hanya anda yang bisa menjawab.,.karena mau di diminta data darimana saya tau itu semua saya tidak akan menjabar data dan informasi penting lainya untuk keamanan data pribadi anda yg asli.,",Non-Kebencian,instagram
@farhan_jr24 Amin siapa njir??,Kebencian,instagram
@fachran.wardi sm rempong😂,Kebencian,instagram
@riskiapriyanto081 visi misi jelasin dong jangan hanya komen biar kita pilih,Non-Kebencian,instagram
Jangan percaya!,Kebencian,instagram
Dia sih begitu ntar begini.. maklum udah tua.. kadang suka plin plan 😂,Kebencian,instagram
Halah tipu aja itu 😂😂,Kebencian,instagram
"@sahrul995 ya itu krn bisa jd sebelum nya beliau2 ini mengetahui fakta bhw di sekitaran pak jkw ada oligarki2 yg merugikan negara, kan namanya asumsi, bisa sj toh..krn emang bukan rahasia lg di periode pertama byk org bersih di sekitaran pak jkw yg di tendang supaya tdk ada yg menghalang2i kepentingan pihak2 tertentu",Non-Kebencian,instagram
"@bambangharyosupplychain halah..apa2 karma ahok, kayak udh org paling suci aja..anehh",Kebencian,instagram
Dah gak percaya sama 2 orang yg digambar itu,Kebencian,instagram
"Tdk bisa dipegang omongannya, mgkin dia sdh merencanakan sesuatu dam berusaha mencuci tangan dgn statemennya spt itu",Non-Kebencian,instagram
"Sukur jk g dukung, krn jk jg byk haternya",Kebencian,instagram
Maksudnya golput dengan gaya gtu?,Kebencian,instagram
Kejam dan sadis🧙,Kebencian,instagram
"jateng gak masuk akal...gw warga jateng,,dan para penjual pasar rata2 sekarang sdh melek...karena salah pilih ahirnya ekonomi sepi....toko2 pada tutup...takin balik ke GP yg notabene masih 1 kandang????itu aja sih jawaban gw sebagai warga jateng",Non-Kebencian,instagram
"@gwsteve03 Kekuatan uang berbicara, politik serangan fajar itu nyata mereka lakukan",Non-Kebencian,instagram
"Masak jateng masih ngotot sm beliau, gak kapok? 😂",Kebencian,instagram
Kalo buta informasi ya gini 😂,Kebencian,instagram
Terus si capt buggy ngapain?,Kebencian,instagram
Dki nnti nangis berjamaah lg 😂😂😂,Non-Kebencian,instagram
@rahmat_ds iya sih gitu pasti lebih bagus. Tapi rawan juga di curangin,Non-Kebencian,instagram
Intinya kita butuh PERUBAHAN bukan PerUBANAN apalagi yg hobi nonton Bukep ...😎,Kebencian,instagram
"Siapa aja dah asal bukan banteng, kl perlu sekalian aldi taher!",Kebencian,instagram
Jatim yg full PKB aja datax masih kayak dulu lagi 😂 auto menang wes.. niatnya Anti banteng tetep menang e ternyata..,Non-Kebencian,instagram
"@harisgunawanr_ itulah mengapa Tuhan berikan makhluk nya otak biar mereka berfikir mana yg baik dan mana yg buruk tapi sepertinya anda yg buruk,otak anda GK berguna kayaknya 😂",Kebencian,instagram
"Itulah mengapa Tuhan berikan makhluk nya otak biar bisa dipakai untuk berfikir,mana yg baik dan mana yang buruk tapi sepertinya anda yg buruk,otak anda gk bisa untuk berfikir diantara 3 kandidat capres ARB lah yg lebih banyak prestasi dibandingkan yg hobi film porno😂",Kebencian,instagram
Jateng + jatim masih bnyak yg ndukung partai nya bukan karena capres nya😮,Non-Kebencian,instagram
Kenapa heran bro@sambagoeng...apapun yg ada di dunia ini semua terjadi atas izin dan Ridho Nya Allah....sampai daun jatuh dr ranting pohon saja itu atas izin dan Ridho Allah dan saya sangat menyakini itu....tidak akan pernah terjadi sebuah kejadian didunia ini tanpa izin dan Ridho Nya Allah,Non-Kebencian,instagram
Salahnya dimana bro@harisgunawanr_ sdh pasti org DKI memilih pak Anies karena org2 DKI tahu apa dan bagaimana kerja pak Anies sewaktu menjadi Gubernur DKI Jakarta....ya kalo kerjanya bagus ya dipilih lah bro....gitu aja kok bingung😅😅😅,Non-Kebencian,instagram
Saya justru heran sama ente bro@sambagoeng...apakah ente kalo melakukan semua kegiatan tdk membawa Allah dalam doa yg ente panjatkan???,Non-Kebencian,instagram
Saya PDI-P dan NU semoga semoga indonesia AMIN 🙏,Non-Kebencian,instagram
YANG MERASA BERDARAH JAWA SUDAH PASTI PAHAM SUDAH TURUN TEMURUN DARI KERAJAAN MAJAPAHIT RAJANYA WONG JOWO PAHAM INDONESIA KU.. ❤️,Kebencian,instagram
Hanya anak iblis yg memilih prabowo ganjar,Kebencian,instagram
"@fajriaja1025 bukti politik serangan fajar apa? Apa ada bukti kekuatan uang? Selama belum terbukti jangan omdo, jangan cuma keluar kata"" yang gak berdasar. Semua juga punya masa nya sendiri. PDIP hari ini lagi berjaya, besoknya siapa tau Gerindra malah yang berjaya. Hidup itu dinamis bos. Jangan fitnah kata gw kalo lu orang Islam.",Non-Kebencian,instagram
"Coba diganti sistem voting nya, jangan one man, one vote... Gak pernah adil sistem pemilu kita... Coba di bagi sistem zonasi...",Non-Kebencian,instagram
tim golput (nyobek sursua) nyimak,Kebencian,instagram
WARGA DKI TIDAK PERNH MAU BLJR🤣🤣 SEKELASI DI ANIES MSH DIPILIH🤣 tp enegga apa2 lah namanya juga hak suara.,Kebencian,instagram
@lukmansyah.boyyy131 jatim base bya red bull. Meskipun kayaknya skrg blitar doang sih 😂,Kebencian,instagram
"@hasmi_nailul kan dia ngetiknya jabar, ngapa jateng ikut protes",Non-Kebencian,instagram
@_aginanjar anies di jateng ada suaranya emang😂,Kebencian,instagram
@hasmi_nailul bio mu jakarta ngaku jateng emang anies ga laku ya di jakarta😂,Kebencian,instagram
"@gwsteve03 lo tau perpu gak sih, jd kalo mau pemerintah bisa keluarin perpu, jd gausah melulu DPR, presiden jg pnya kuasa",Non-Kebencian,instagram
Pak Anis ... buat indonesia kedepan,Non-Kebencian,instagram
Saya Jawatimur tpi tetep anis Ri 2024❤️,Non-Kebencian,instagram
"@harisgunawanr_ gw kerja di Jakarta, dan ya lumayan sering bolak balik ke Jkt perubahannya drastis si khususnya angkutan umum dan lebih rapi",Non-Kebencian,instagram
"@gwsteve03 Fitnah? Serangan fajar bisa dilakukan siapapun, kalo gua bilang PDIP pun juga bisa kenapa ngelak? Karena fakta serangan fajar itu bener-bener terjadi, Deket rumah gua A.R.T rumah gua aja disuruh pindah dari lingkungan kontrakan sebelumnya gegara dukung Prabowo dan RT nya minta dia dukung Jokowi baru mau ditolong soal kepengurusan...",Non-Kebencian,instagram
"@fajriaja1025 nah masalahnya mana buktinya serangan itu? Btw cuma lingkungan lu kan? Di gw juga 11 12 sama yang gak dukung Prabowo kemaren. Apa itu bukan serangan juga? Gw bisa bilang ini bukan serangan, karena pendukung fanatik kek gitu dari 2 kubu aja ada. Dan yang lu alami juga gw alami juga, tapi berbeda kubu. Nah lalu dari mana bukti serangan fajar nya? Gw bisa bilang PKS, Gerindra kemaren juga serangan fajar dong karena di hari Pemilu 2019 gw harus ngungsi ke Tangerang biar gak kena incer orang"" pendukung Prabowo?",Non-Kebencian,instagram
Yq komen banyak akun fake,Non-Kebencian,instagram
Anti banteng,Kebencian,instagram
"Siapa bilang Banten Prabowo, Anis dong",Non-Kebencian,instagram
"@ajan.koto_ lawak apa ya? Bnr kok sy, anda minim literasi ya? Silahkan baca di website atau berita""",Kebencian,instagram
"@ajan.koto_ anda yg lucu, suka ngejudge org tanpa melihat latar belakangnya. Kerja pak Ganjar nyata silahkan anda baca diberita-berita. Sudah minim literasi masih saja komen yang tidak pantas",Non-Kebencian,instagram
@ajan.koto_ lulusan univ bung Hatta? Tapi minim literasi syg sekali gelar mu,Kebencian,instagram
"@sarrahnnatalia hhahahhaa saya lama tinggal di jateng itu kak,jadi ya tau saya gimana keadaan nya itu, malah nyuruh baca berita..kan lucu...semoga cepat sadar ya mba",Non-Kebencian,instagram
Aku pilih pak Prabowo.,Non-Kebencian,instagram
"Bisa2 nya pilih anies yaa jelas bisa lah masa gak milih, hemm",Non-Kebencian,instagram
"Bentarrr Mon maap nih, elektabilitas Ganjar di Jateng berdasarkan apa ya? Banyak lho warga Jateng yg ngedumel😂",Non-Kebencian,instagram
Bacot doang poling menang mulu tpi gk daftar² ..mau bagaimama pun siasat kalian anis gk terbendumg buat RI1,Kebencian,instagram
Jakarta dan Banten emang banyak sdm rendah pemilih anies.. goblok,Kebencian,instagram
"@did_it_21 lah kan presidennya org jawa,. pinter emang ngatur hutannya,. Bu Mega sendiri loh yg bilang presiden itu harus jawa, Rempang aja ga dikasih tanah loh hunian jg blm jd faktanya gt gmn lg",Kebencian,instagram
"@irsyad.ridwany maaf walaupun saya orang Jawa prinsip saya presiden Indonesia tidak harus orang Jawa semua sama selagi orang indonesia.kalau ngikutin""dia""mah mau kapan Indonesia maju???lagian selama""dia""menjabat prestasinya apa???",Kebencian,instagram
"@ajan.koto_ loh sy jg tinggal di Jateng, gada yg seperti anda bilang. Justru sy memberi saran untuk anda agar lebih sering membaca berita biar GK kemakan hoax. Hdeh mas nya ini",Non-Kebencian,instagram
"Di jateng jatim masih liat figur sang proklamator,",Non-Kebencian,instagram
Makanya nnti klo menang pulau lain ga dipeduliin. Apa lagi timur. Tiap hari ngurusin jawa,Non-Kebencian,instagram
JATENG JATIM JABAR UNTUK ANIES BASWEDAN 2024 🔥🇮🇩❤️,Non-Kebencian,instagram
Pak Anis menang!!!!!!!,Non-Kebencian,instagram
Masih lah jateng saja milih pak anis bahkan seluryh indonesia,Non-Kebencian,instagram
Semoga Pak Anies sebagai pemersatu umat Islam. Terutama NU dan Muhammadiyah sehingga mampu membawa Indonesia menuju negara yang makmur seperti Brunai dan Arab saudi yang menjunjung tinggi nilai2 Islam dalam bernegara.,Non-Kebencian,instagram
"Yang pasti saya gak akan pilih Ganjar. Kalau Prabowo ambil Gibran, saya lebih baik pilih AMIN.",Non-Kebencian,instagram
Kalau dari semua.. yang berkompeten ya prof Yusril. Hanya aja dia kurang terkenal... di kalangan banyak orang.,Non-Kebencian,instagram
"@amrullah0901 harus paham juga problem suaranya prabowo, bukan di jabar atau jatim, justru problemnya prabowo di jateng, kalo sama RK hanya memperbulat suara di jabar aja yg sama2 basisnya prabowo juga, kalo mau ambil khofifah utk memperkuat suara di jatim, atau justru mau ambil gibran untuk memperkuat suara jateng sekaligus menandingi dominasi ganjar disana.",Non-Kebencian,instagram
"@lenterabasuki sama sama basisnya prabowo di jabar, hanya memperbulat suara di jabar doang, sedangkan problem prabowo itu di jateng, udh bener ambil gibran buat mecahin suara ganjar di jateng, secara prabowo juga udah kuat di jatim loh",Non-Kebencian,instagram
Yg ribut pendukung Ganjar sama anies. Yg jadi prabowo wkwk. Berani pasang taruhan gua 😂,Non-Kebencian,instagram
"paling bener ridwan kamil dah klo gw, erick thohir fokus di pssi ajalah udh bener, gibran up dulu yakali dilingkaran oligarkii lagi pemimpinny😂",Non-Kebencian,instagram
"Kayaknya siapapun wakilnya, asal tidak terganjal di hasil tuntutan MK, Pak Prabowo sudah ""to the moon"".",Non-Kebencian,instagram
"@naufal._yasin bertarung di pilpres itu soal sosiologis, banyak rakyat yg masih liat pemimpin dari pamornya, bukan hanya dari gagasannya. Lu nyarain yusril sedangkan di jabar jateng jatim beliau kurang bgt suaranya 🤣, kan malah blunder lagi nanti pak prabowo",Non-Kebencian,instagram
@ervan8026 Memang org jawa mau milih org madura?? Padahal di sosmed aja berantem ampe disebut mexico 😂😂😂,Kebencian,instagram
@vvvaniii_ penjilat kekuasaan,Non-Kebencian,instagram
setuju. jawa tengah agak susah ngalahin ganjar jd lbh baik jatim lawan muhaimin,Non-Kebencian,instagram
🥱🥱🥱 yang jelas ANIES BASWEDAN aja yang pasti pasti ☺️❤️❤️,Non-Kebencian,instagram
Wkwkwk pak timbul sudah dikode sama anaknya si owi wlwkwkw,Kebencian,instagram
"Coba di adu debat dan adu gagasan yok antar mereka bertiga, yg anak bawang langsung tersingkir pasti",Kebencian,instagram
"@naufal._yasin lu pemikirannya maju bang makanya nyaranin yusril tapi mohon maaf ini di Indonesia bukan di negara maju, maafkan keterlambatan negara ini dalam mengapresiasi saranmu bro👏",Non-Kebencian,instagram
jawa barat ridwan kamil pasti 🔥,Non-Kebencian,instagram
Dgn memilih ganjar atau probowo maka anda memilih jokowi 3 periode 😢,Non-Kebencian,instagram
"Kandidat Cawapres Prabowo, mungkin kang Ridwan Kamil, prestasi dengan 500 lebih penghargaan... Auto meledak🔥",Non-Kebencian,instagram
Di tempat saya di malah banyak baliho prabowo-gibran,Non-Kebencian,instagram
Terserah...yg penting ekonomi meroket rakyat makmur sejahtera saya jdiin komisaris lah ntr aku milih.ngotot2 menang klah gk dpt apa2 kaya tetangga ssya😂,Non-Kebencian,instagram
Kasian Bu Khofifah dijadikan cawapres cuma ingin mendapat suara masyarakat Jatim 😂 Prabowo dan Ganjar bingung efek cak Imin keluar koalisi Prabowo wkwwk peta politik jadi kacau wkwkw,Non-Kebencian,instagram
"@lenterabasuki ngapain ngangkat orang yang tiba² dijadikan kader partai, bukannya orang yang sudah susah payah bangun partai",Non-Kebencian,instagram
Kalo Gibran... mending gua enggak,Kebencian,instagram
ibu2 ingat buat apa ngaji dan mqjilis talim,Non-Kebencian,facebook
"ogah syamh kudu milih Ganjar Pranowo GK mau ketularan kecil"" banyak ubanya",Kebencian,facebook
"GK akan mau dari PDIP lagi, Rempang GK dpt jalan kluar gtu malah promosi trus",Kebencian,facebook
"Up ganjar,",Non-Kebencian,facebook
Anis Ri 1☝️☝️☝️,Non-Kebencian,facebook
PDI ga bakal menang smua udah bisa menilai,Kebencian,facebook
"malulah sikit bu,,",Kebencian,facebook
Uda baauu,Kebencian,facebook
Prabowo tetap,Non-Kebencian,facebook
Anis aja ya ibu😊😊😊,Non-Kebencian,facebook
Jgn harap,Kebencian,facebook
Bodok amat,Kebencian,facebook
GK ah takut di suruh makan pisang dua cukup,Kebencian,facebook
Ora k sudi,Kebencian,facebook
Tawakal la kita terhadap pak anis...klu smoga pak anis mrubah yg trjdi saat ini...bri la hak rakyat mu pak anis....jgn rampas demi investor asing rakyat mu jdi korban....,Non-Kebencian,facebook
Gantian lah Bu MegaGiliran partai lain lagi dong,Non-Kebencian,facebook
"Apa hubungannya diselingkuhi kok solusinya coblos ganjar, makin deket tanah makin aneh ni nenek",Kebencian,facebook
Pa Anis pasti menang,Non-Kebencian,facebook
Mimpi aja dulu. Saya tetep niat saya pak anies,Non-Kebencian,facebook
"Ora sudi, partai mu banyak huru hara",Kebencian,facebook
MUDAH²AN PDI P KALAH YA ALLAH,Kebencian,facebook
Ibu2 mau pilih pengajian gk butuh mak banteng cuma butuh sembako minyak goreng murah 😆😘,Kebencian,facebook
Ooh jadi bu mega curhatnya selama ini sama pak ganjar ya... Semoga SAMAWA langgeng terus buk👍,Non-Kebencian,facebook
Ogah mls kgk ad milih semua ny,Kebencian,facebook
Setuju Bu anis,Non-Kebencian,facebook
"Wkwkwk ngemis sekarang ke ibu2 nenek ini, kemaren pas minyak langka dan naik gak karuan ngicehin ibu2 wkwkwk lucu🤣🤣🤣💃😅",Kebencian,facebook
"PEMBODOHAN ITU, SADARLAH KELEN WEI, PDIP HAUS JABATAN SERAKAH, MAU DI BAWA BANGSA TANAH AIR KEDEPAN? 🧐",Kebencian,facebook
Sampe segitunya mbah kalo lagi ada ke inginanya.....semoga rakyat2 kecil hidupnya tk ada masalah smpe membawa2 hukum segala.....muaaall2 dengernya mbah...,Kebencian,facebook
Selamat tinggal banteng,Kebencian,facebook
